0.742	0.026	0.006	0.019	0.186	0.011	0.011	591995467262599168
0.776	0.014	0.014	0.002	0.161	0.023	0.010	592007187213393920
0.776	0.019	0.014	0.002	0.161	0.022	0.006	592002516369309697
0.511	0.149	0.226	0.006	0.084	0.021	0.002	592001984951029760
0.921	0.026	0.019	0.006	0.011	0.015	0.002	592022799637614592
0.926	0.010	0.015	0.006	0.010	0.021	0.011	592022327488958465
0.918	0.021	0.002	0.026	0.010	0.007	0.015	592019224005971969
0.913	0.014	0.014	0.028	0.010	0.018	0.002	592048789315198976
0.925	0.015	0.009	0.019	0.006	0.023	0.002	592035132967505920
0.626	0.022	0.010	0.002	0.206	0.018	0.114	592054705838268417
0.621	0.026	0.006	0.002	0.314	0.011	0.019	592148292902879232
0.626	0.162	0.022	0.010	0.156	0.018	0.006	592156478422712320
0.921	0.011	0.001	0.006	0.019	0.026	0.015	592150085544255488
0.921	0.005	0.002	0.028	0.010	0.018	0.015	592153376466468864
0.621	0.027	0.011	0.015	0.305	0.019	0.002	592172225156894720
0.526	0.114	0.114	0.002	0.106	0.023	0.115	592196353381388289
0.801	0.041	0.023	0.035	0.010	0.028	0.016	592666086690189313
0.803	0.040	0.022	0.028	0.015	0.009	0.035	592664237643853824
0.821	0.040	0.015	0.037	0.002	0.022	0.016	592667835735928833
0.802	0.039	0.041	0.029	0.015	0.009	0.023	592665016454766592
0.801	0.041	0.035	0.022	0.016	0.010	0.028	592672073673236480
0.803	0.027	0.018	0.027	0.010	0.041	0.034	592674208368500736
0.802	0.046	0.029	0.016	0.009	0.022	0.035	592677515514269696
0.803	0.041	0.034	0.028	0.015	0.016	0.015	592676734828474368
0.601	0.028	0.140	0.018	0.109	0.023	0.035	592679069172506624
0.702	0.032	0.042	0.052	0.014	0.023	0.063	593050048449126400
0.724	0.041	0.035	0.052	0.014	0.004	0.070	593054952915775490
0.701	0.052	0.063	0.043	0.014	0.033	0.023	593055789750865921
0.701	0.053	0.064	0.022	0.024	0.024	0.043	593055913298173954
0.732	0.053	0.063	0.033	0.023	0.003	0.022	593057354142351361
0.722	0.062	0.023	0.023	0.043	0.013	0.044	593067704694640640
0.702	0.052	0.033	0.063	0.013	0.023	0.043	593071282440175616
0.703	0.062	0.041	0.052	0.014	0.033	0.023	593076549789753345
0.773	0.042	0.054	0.023	0.003	0.014	0.032	593078597092384769
0.772	0.051	0.032	0.025	0.005	0.022	0.034	593070713151426560
0.705	0.061	0.052	0.042	0.014	0.023	0.033	593080327444275200
0.742	0.051	0.014	0.032	0.005	0.023	0.061	593083790513176576
0.711	0.053	0.053	0.034	0.024	0.002	0.053	593084530208079872
0.702	0.052	0.033	0.063	0.013	0.023	0.043	593083853486444544
0.704	0.051	0.032	0.033	0.043	0.063	0.014	593083424233000960
0.701	0.053	0.043	0.043	0.013	0.022	0.054	593083129377599489
0.712	0.052	0.042	0.032	0.024	0.004	0.063	593086571517124608
0.711	0.042	0.053	0.033	0.024	0.004	0.063	593084979078238208
0.772	0.042	0.015	0.033	0.004	0.023	0.052	593084669345705984
0.701	0.052	0.063	0.043	0.033	0.015	0.022	593088424485093376
0.701	0.053	0.063	0.033	0.014	0.033	0.032	593090045008969728
0.732	0.034	0.053	0.012	0.064	0.003	0.033	593090410349735936
0.752	0.042	0.053	0.014	0.022	0.004	0.043	593091463707111424
0.626	0.060	0.050	0.025	0.121	0.015	0.032	593091748525649920
0.643	0.083	0.071	0.031	0.031	0.005	0.042	593747762283487232
0.614	0.084	0.058	0.044	0.030	0.003	0.072	593749627888766977
0.683	0.030	0.044	0.070	0.005	0.057	0.017	593754302616735744
0.643	0.083	0.071	0.031	0.019	0.004	0.056	593766449618898944
0.683	0.069	0.031	0.043	0.018	0.006	0.056	593764002041180160
0.643	0.056	0.085	0.043	0.004	0.018	0.058	593761109435224064
0.656	0.069	0.084	0.029	0.007	0.019	0.043	593775001842487296
0.670	0.055	0.032	0.041	0.007	0.019	0.082	593771038690840576
0.642	0.069	0.058	0.029	0.007	0.016	0.083	593770218956001280
0.683	0.057	0.057	0.030	0.017	0.005	0.058	593770809992155136
0.631	0.093	0.044	0.057	0.018	0.005	0.072	593772391232180224
